RAW DATA,lables
InfluxDB,Non technical
Prometheus,Non technical
Stackdriver,Non technical
Sumo Logic,Non technical
CloudWatch,Non technical
distributed Database systems,technical
MongoDB,Non technical
BS/MS,Non technical
Docker,Non technical
Kubernetes,technical
a RESTful API system,technical
e.g. Git,technical
Perforce,Non technical
performance profiling,technical
node.js,Non technical
stakeholders,Non technical
highly complex user interfaces,technical
Android java,technical
Android Kotlin,technical
specialized software engineering experience,technical
Buck/Bazel,Non technical
"well-designed, testable, efficient, secure code",technical
diverse scope,Non technical
identifiable factors,Non technical
precedent,Non technical
continuous integration,technical
deployment,technical
 Mentor new and junior team members,technical
Golang,Non technical
an equivalent advanced object-oriented language,technical
 Excellent communication and interpersonal skills,technical
 Backend development experience,technical
"scalable, high availability services",technical
AWS technologies,technical
Python,technical
Docker,Non technical
Kubernetes,technical
Kafka,Non technical
 Building low latency,Non technical
scalable platform,technical
REST/GraphQL,Non technical
application-appropriate persistence systems,technical
SQL/NoSQL Databases,Non technical
robustness,Non technical
scalability,Non technical
 Automation,technical
build and deployment processes,technical
timely resolution,Non technical
infrastructure incidents,technical
(AWS/Azure/GCP,Non technical
Microservices,Non technical
Micronaut,Non technical
Quarkus,Non technical
low-latency systems,technical
NoSQL Databases,technical
Event Brokers,technical
Kafka,Non technical
API Gateway,technical
FaaS,Non technical
(Lambdas/GCP Functions,Non technical
bugfixes,Non technical
the Terraform community,technical
open source contributors,technical
plugins,Non technical
the Terraform ecosystem,Non technical
architectures,technical
the Terraform CLI,Non technical
core APIs,technical
a seamless experience,technical
Terraform’s open source and commercial offerings,technical
infrastructure automation tooling,technical
HashiCorp customers,Non technical
the larger Terraform community,technical
the full lifecycle,technical
Golang,Non technical
mentorship,Non technical
"large, complex codebases",Non technical
a Terraform practitioner,Non technical
the Go programing language,technical
curiosity,Non technical
Ph.D.,Non technical
ML techniques,Non technical
frameworks,technical
", data discretization",technical
normalization,Non technical
sampling,Non technical
linear regression,Non technical
SVMs,Non technical
deep neural networks,technical
Familiarity,Non technical
one or more deep learning software frameworks,technical
Tensorflow,Non technical
PyTorch,Non technical
Entrepreneurial and positive attitude,Non technical
Fortune 500 companies,Non technical
Bachelor's degree,Non technical
Networking,technical
an accredited university,Non technical
Networking,technical
HTTPS/SSL,Non technical
"VLANs, TCP/IP",Non technical
DNS,Non technical
NAT devices,Non technical
DHCP servers,technical
Firewalls,Non technical
written and verbal English communication skills,technical
an ever evolving workplace,Non technical
Genuine excitement,Non technical
IoT,technical
Industry certifications,technical
a plus: AWS,technical
CCNA,Non technical
CCDA,Non technical
CCNP,Non technical
MCSE,Non technical
CEH,Non technical
Microsoft Azure,technical
CISSP,Non technical
CSP,Non technical
API,technical
Python,technical
other coding languages,Non technical
Linux systems,technical
previous startup experience,technical
information retrieval,technical
other quantitative discipline,Non technical
Good theoretical grounding,Non technical
different operating constraints,technical
ML techniques,Non technical
frameworks,technical
e.g. data discretization,technical
normalization,Non technical
sampling,Non technical
linear regression,Non technical
deep neural networks,technical
bandits,Non technical
reinforcement learning,technical
an intuition,Non technical
new problem domains,technical
Excellent stakeholder communication,technical
Familiarity,Non technical
one or more DL software frameworks,technical
Tensorflow,Non technical
PyTorch,Non technical
haves,Non technical
e.g. Hadoop,technical
Natural Language ProcessingContent & Context UnderstandingRecommender SystemsGraph / Geometric Deep LearningModel,technical
learningPrediction / Inference,Non technical
customizations,Non technical
evolving business needs,technical
NetSuite,technical
Netsuite ERP - Implementation,technical
system integrations,technical
Avalara,Non technical
payment processors,Non technical
bank electronic fund transfers,technical
CRM,technical
homegrown systems,technical
Billing,technical
stakeholders,Non technical
scalable solutions,Non technical
enhancement requests,technical
the smooth functioning,Non technical
stakeholders,Non technical
validation,technical
new and existing configurations,technical
scalability,Non technical
existing sub-optimal features,Non technical
completeness,Non technical
documentation,technical
ERP,technical
Oracle,technical
NetSuite,technical
automation,technical
system optimizations,technical
NetSuite ERP experience,technical
fundamental system integration concepts,technical
production integrations,technical
an ERP and 3rd party systems,technical
Salesforce.com,technical
payment processors,Non technical
SQL,technical
Javascript,technical
Unix scripts tool set,technical
SuiteScript,Non technical
SuiteFlows,Non technical
Web Services/SuiteTalk,technical
user provisioning,technical
analytics and scheduling scripts,technical
multi-entity environments,Non technical
deadlines,Non technical
delays,Non technical
ambiguous requirements,Non technical
Exceptional communicator,Non technical
a SaaS,technical
usage/consumption-based business,technical
NetSuite Administrator Certification,technical
Bachelors or masters degree,Non technical
ERP implementation experience,technical
customer delight,technical
threading/concurrency,Non technical
networking,technical
automated testing,technical
Proficiency,Non technical
Golang,Non technical
Python,technical
standard methodologies,technical
Willingness,Non technical
other specialists,Non technical
high throughput systems,technical
large scale interactive communications platforms,technical
our API gateways,technical
service scalability,technical
reliability,Non technical
Excellent JavaScript development skills,technical
Node.js ecosystem,Non technical
message queues,Non technical
RESTful APIs,Non technical
Cloud environments,technical
React web app development,technical
UIs,Non technical
Experience building API gateways,technical
CI/CD technology,technical
workflows,Non technical
Real-time 2D/3D applications,Non technical
Mentor,Non technical
standard methodology solutions,technical
TPM,Non technical
tasking,Non technical
cloud workspace,technical
pipeline automation/orchestration,technical
VM/container management,technical
Proven programming skills,technical
all phases,Non technical
cloud drive / cloud workspaces,technical
reliability,Non technical
GCP,technical
AWS,technical
Azure,technical
Golang,Non technical
Node.js,Non technical
Postgres,Non technical
GCP,technical
Kubernetes,technical
the latest iOS/Swift trends,Non technical
"expressive, readable, composable, and testable Swift code",technical
iOS provisioning profiles,technical
certificates,Non technical
Demonstrable understanding,Non technical
the iOS application & view lifecycles,technical
functional & reactive programming,technical
Observance,Non technical
Clean architectural and coding principles,technical
Good problem-solving skills,Non technical
Excellent verbal communication skills,technical
Willingness,Non technical
constructive criticism,Non technical
maturity,technical
newly-learned knowledge/patterns,Non technical
Kotlin Multiplatform.. Experience,technical
Mobile Automation Testing,technical
Fastlane,Non technical
CI/CD workflows,Non technical
live iOS/Cocoa applications,technical
SwiftUI,Non technical
Familiarity,Non technical
debugging,Non technical
the backend.. Experience,technical
Git,technical
GitHub,technical
Bitbucket,technical
TDD,Non technical
the latest Android / Kotlin trends,technical
"expressive, readable, composable, and testable Kotlin code",technical
Android SDK,technical
the Android application & view lifecycles,technical
functional & reactive programming,technical
